rocid,slot,channel,group,hits_per_frame
44,4,41,dcrb,8.339
44,4,35,dcrb,8.338
53,4,9,dcrb,8.338
53,6,6,dcrb,8.338
44,4,28,dcrb,8.334
53,16,78,dcrb,8.332
44,16,84,dcrb,8.331
53,16,84,dcrb,8.33
44,15,52,dcrb,8.329
53,15,44,dcrb,8.329
53,16,91,dcrb,8.328
53,17,38,dcrb,8.328
53,16,61,dcrb,8.327
53,16,70,dcrb,8.325
44,15,51,dcrb,8.324
53,4,25,dcrb,8.324
44,5,35,dcrb,8.323
44,6,62,dcrb,8.323
44,15,59,dcrb,8.323
44,16,37,dcrb,8.319
53,15,53,dcrb,8.316
44,16,43,dcrb,8.315
44,4,31,dcrb,8.312
53,6,39,dcrb,8.312
53,6,46,dcrb,8.311
29,8,10,fadc,8.31
44,15,56,dcrb,8.31
53,4,23,dcrb,8.309
53,16,73,dcrb,8.308
53,15,24,dcrb,8.307
53,15,43,dcrb,8.307
53,16,89,dcrb,8.307
53,6,1,dcrb,8.306
53,16,68,dcrb,8.303
53,15,47,dcrb,8.302
44,5,46,dcrb,8.3
53,6,13,dcrb,8.3
44,5,47,dcrb,8.298
53,6,21,dcrb,8.298
44,16,52,dcrb,8.295
53,4,18,dcrb,8.294
44,3,22,dcrb,8.292
53,6,27,dcrb,8.292
44,16,75,dcrb,8.291
53,6,23,dcrb,8.291
44,5,53,dcrb,8.29
44,16,92,dcrb,8.29
53,16,59,dcrb,8.286
84,8,5,fadc,8.284
44,16,64,dcrb,8.284
53,6,34,dcrb,8.284
44,15,49,dcrb,8.283
44,16,81,dcrb,8.283
53,6,87,dcrb,8.283
44,5,55,dcrb,8.281
44,15,50,dcrb,8.281
44,16,49,dcrb,8.281
44,4,24,dcrb,8.278
53,6,4,dcrb,8.278
53,6,18,dcrb,8.278
44,5,85,dcrb,8.277
44,6,30,dcrb,8.277
44,15,54,dcrb,8.275
44,15,53,dcrb,8.272
44,15,48,dcrb,8.269
44,15,55,dcrb,8.269
53,5,91,dcrb,8.269
53,17,4,dcrb,8.269
53,6,7,dcrb,8.263
44,6,24,dcrb,8.262
44,16,88,dcrb,8.262
53,6,22,dcrb,8.261
84,3,2,fadc,8.26
44,3,33,dcrb,8.259
53,17,0,dcrb,8.258
44,16,55,dcrb,8.256
44,5,64,dcrb,8.255
44,6,20,dcrb,8.254
44,16,0,dcrb,8.254
53,15,21,dcrb,8.253
53,15,34,dcrb,8.253
44,5,60,dcrb,8.25
53,6,5,dcrb,8.248
44,5,58,dcrb,8.247
53,15,30,dcrb,8.247
53,17,21,dcrb,8.247
53,6,33,dcrb,8.246
44,16,58,dcrb,8.245
44,15,46,dcrb,8.243
53,4,8,dcrb,8.241
44,5,54,dcrb,8.24
53,15,38,dcrb,8.24
44,3,39,dcrb,8.239
44,5,67,dcrb,8.237
53,4,14,dcrb,8.237
53,7,4,dcrb,8.236
53,4,19,dcrb,8.233
53,16,86,dcrb,8.233
53,4,4,dcrb,8.232
53,15,27,dcrb,8.232
53,4,12,dcrb,8.23
53,15,41,dcrb,8.229
44,6,44,dcrb,8.227
53,17,57,dcrb,8.227
44,15,43,dcrb,8.224
44,5,70,dcrb,8.223
44,16,78,dcrb,8.223
44,4,25,dcrb,8.222
53,4,16,dcrb,8.222
53,6,86,dcrb,8.222
44,4,29,dcrb,8.22
44,4,22,dcrb,8.219
44,4,63,dcrb,8.219
44,16,72,dcrb,8.219
44,16,87,dcrb,8.219
44,6,77,dcrb,8.218
53,16,79,dcrb,8.218
44,5,59,dcrb,8.216
53,4,3,dcrb,8.215
53,16,94,dcrb,8.215
44,5,82,dcrb,8.214
44,7,8,dcrb,8.214
53,16,71,dcrb,8.213
53,18,34,dcrb,8.213
44,4,62,dcrb,8.212
44,17,95,dcrb,8.211
44,5,66,dcrb,8.21
53,6,66,dcrb,8.207
44,5,33,dcrb,8.203
53,6,16,dcrb,8.202
53,17,28,dcrb,8.202
44,4,69,dcrb,8.2
53,18,36,dcrb,8.197
44,3,36,dcrb,8.194
44,5,73,dcrb,8.194
44,6,9,dcrb,8.191
44,16,67,dcrb,8.19
53,6,64,dcrb,8.19
53,16,85,dcrb,8.189
44,6,52,dcrb,8.187
84,3,0,fadc,8.186
44,15,47,dcrb,8.186
53,18,51,dcrb,8.186
44,6,38,dcrb,8.185
53,4,2,dcrb,8.184
53,4,17,dcrb,8.183
53,6,24,dcrb,8.183
44,5,65,dcrb,8.181
44,6,15,dcrb,8.181
44,6,21,dcrb,8.179
44,5,8,dcrb,8.178
44,16,53,dcrb,8.178
53,15,9,dcrb,8.177
53,17,10,dcrb,8.177
53,15,25,dcrb,8.176
44,5,71,dcrb,8.175
44,4,81,dcrb,8.174
54,20,77,dcrb,8.173
44,6,45,dcrb,8.172
44,16,68,dcrb,8.171
44,5,78,dcrb,8.17
53,15,35,dcrb,8.168
44,17,42,dcrb,8.167
53,4,13,dcrb,8.167
44,5,72,dcrb,8.166
53,17,16,dcrb,8.166
53,4,5,dcrb,8.165
53,15,32,dcrb,8.165
44,15,42,dcrb,8.163
44,6,31,dcrb,8.162
44,17,69,dcrb,8.162
44,4,23,dcrb,8.161
53,6,79,dcrb,8.16
53,6,51,dcrb,8.157
53,16,83,dcrb,8.155
44,5,79,dcrb,8.154
53,3,63,dcrb,8.153
44,4,51,dcrb,8.151
53,4,6,dcrb,8.151
53,6,35,dcrb,8.151
44,15,40,dcrb,8.15
44,7,9,dcrb,8.149
44,16,94,dcrb,8.149
53,17,24,dcrb,8.149
44,6,3,dcrb,8.147
53,6,62,dcrb,8.146
44,3,37,dcrb,8.145
44,15,33,dcrb,8.145
53,17,12,dcrb,8.143
53,17,18,dcrb,8.141
53,4,10,dcrb,8.14
44,4,75,dcrb,8.139
44,4,80,dcrb,8.139
44,16,70,dcrb,8.139
53,17,30,dcrb,8.139
53,6,36,dcrb,8.133
44,3,38,dcrb,8.132
44,4,93,dcrb,8.131
53,6,28,dcrb,8.131
53,17,39,dcrb,8.131
44,6,18,dcrb,8.13
44,16,85,dcrb,8.128
44,6,4,dcrb,8.125
44,17,3,dcrb,8.125
44,6,8,dcrb,8.124
44,16,65,dcrb,8.124
44,4,57,dcrb,8.123
44,4,68,dcrb,8.123
53,6,17,dcrb,8.123
53,17,20,dcrb,8.122
44,4,74,dcrb,8.121
44,17,15,dcrb,8.121
53,16,77,dcrb,8.121
44,6,25,dcrb,8.12
44,15,30,dcrb,8.12
44,5,94,dcrb,8.119
44,5,2,dcrb,8.118
44,16,59,dcrb,8.118
44,3,63,dcrb,8.117
44,16,76,dcrb,8.117
53,6,37,dcrb,8.117
53,15,31,dcrb,8.115
44,15,36,dcrb,8.112
53,16,95,dcrb,8.112
44,4,16,dcrb,8.111
44,4,86,dcrb,8.11
44,5,91,dcrb,8.11
53,6,25,dcrb,8.109
44,5,90,dcrb,8.107
53,16,80,dcrb,8.107
44,17,21,dcrb,8.106
44,4,56,dcrb,8.103
44,6,7,dcrb,8.103
44,6,1,dcrb,8.102
44,6,12,dcrb,8.102
44,16,82,dcrb,8.102
53,4,11,dcrb,8.102
53,17,33,dcrb,8.102
53,7,45,dcrb,8.101
53,6,63,dcrb,8.099
44,6,50,dcrb,8.097
53,6,19,dcrb,8.097
53,17,2,dcrb,8.097
44,17,27,dcrb,8.096
53,15,28,dcrb,8.096
44,6,6,dcrb,8.095
53,6,42,dcrb,8.094
44,5,83,dcrb,8.093
53,15,26,dcrb,8.092
53,17,27,dcrb,8.091
44,4,18,dcrb,8.088
44,6,51,dcrb,8.088
44,17,89,dcrb,8.088
44,6,14,dcrb,8.086
53,6,48,dcrb,8.086
44,16,90,dcrb,8.085
44,15,41,dcrb,8.084
44,7,26,dcrb,8.083
44,16,79,dcrb,8.083
44,6,0,dcrb,8.081
44,15,37,dcrb,8.081
53,17,1,dcrb,8.081
44,4,44,dcrb,8.08
44,6,39,dcrb,8.08
44,6,10,dcrb,8.079
44,17,33,dcrb,8.077
44,6,63,dcrb,8.075
53,17,42,dcrb,8.074
53,17,45,dcrb,8.072
44,18,6,dcrb,8.07
44,6,2,dcrb,8.069
53,6,31,dcrb,8.069
53,17,14,dcrb,8.068
53,7,44,dcrb,8.067
44,4,45,dcrb,8.065
44,6,11,dcrb,8.065
53,15,22,dcrb,8.065
53,6,20,dcrb,8.064
53,16,92,dcrb,8.063
44,6,5,dcrb,8.059
44,17,6,dcrb,8.059
53,4,7,dcrb,8.059
44,5,15,dcrb,8.058
44,6,23,dcrb,8.057
44,6,64,dcrb,8.057
53,15,29,dcrb,8.057
44,5,93,dcrb,8.056
44,6,16,dcrb,8.054
44,6,87,dcrb,8.054
44,5,95,dcrb,8.053
44,6,28,dcrb,8.049
53,6,59,dcrb,8.049
53,6,77,dcrb,8.049
53,6,38,dcrb,8.046
44,15,34,dcrb,8.045
53,15,15,dcrb,8.041
44,16,71,dcrb,8.04
44,17,8,dcrb,8.04
53,15,18,dcrb,8.039
53,6,43,dcrb,8.037
53,6,81,dcrb,8.037
44,15,21,dcrb,8.035
53,17,51,dcrb,8.034
44,6,19,dcrb,8.033
44,6,48,dcrb,8.033
44,5,3,dcrb,8.031
44,6,13,dcrb,8.03
44,15,31,dcrb,8.029
44,17,0,dcrb,8.029
53,15,20,dcrb,8.027
44,15,35,dcrb,8.026
44,6,17,dcrb,8.025
44,16,73,dcrb,8.024
44,6,22,dcrb,8.022
53,6,58,dcrb,8.022
53,17,56,dcrb,8.021
53,6,80,dcrb,8.019
53,15,23,dcrb,8.017
44,5,14,dcrb,8.015
44,3,34,dcrb,8.014
44,4,50,dcrb,8.013
53,17,58,dcrb,8.011
53,6,52,dcrb,8.01
53,17,7,dcrb,8.01
53,17,22,dcrb,8.009
44,16,74,dcrb,8.007
44,4,17,dcrb,8.005
44,6,36,dcrb,8.005
44,6,34,dcrb,8.004
44,7,27,dcrb,8.004
44,3,58,dcrb,8.003
44,4,19,dcrb,8.002
44,4,39,dcrb,8.002
44,15,32,dcrb,8.002
44,3,61,dcrb,8.001
44,16,80,dcrb,7.999
44,6,69,dcrb,7.998
44,17,12,dcrb,7.998
44,5,9,dcrb,7.996
53,17,41,dcrb,7.996
53,7,3,dcrb,7.995
44,5,21,dcrb,7.994
44,16,89,dcrb,7.993
44,6,57,dcrb,7.992
44,5,26,dcrb,7.989
44,6,29,dcrb,7.987
44,17,4,dcrb,7.987
44,6,75,dcrb,7.986
44,16,77,dcrb,7.985
44,16,91,dcrb,7.985
44,3,32,dcrb,7.981
44,4,10,dcrb,7.981
53,6,49,dcrb,7.981
44,6,60,dcrb,7.98
44,5,20,dcrb,7.978
44,4,1,dcrb,7.977
53,6,93,dcrb,7.975
44,6,41,dcrb,7.973
44,6,42,dcrb,7.973
53,17,13,dcrb,7.973
44,15,22,dcrb,7.97
44,15,27,dcrb,7.969
53,15,8,dcrb,7.966
44,6,37,dcrb,7.963
44,5,45,dcrb,7.962
44,6,56,dcrb,7.961
53,17,36,dcrb,7.961
53,18,1,dcrb,7.961
53,17,19,dcrb,7.96
44,5,27,dcrb,7.959
44,6,91,dcrb,7.959
53,4,1,dcrb,7.957
44,15,28,dcrb,7.956
44,4,33,dcrb,7.95
44,6,81,dcrb,7.949
84,7,8,fadc,7.948
53,17,63,dcrb,7.948
44,6,35,dcrb,7.946
44,6,40,dcrb,7.946
53,17,5,dcrb,7.945
44,7,3,dcrb,7.943
44,17,18,dcrb,7.94
44,5,44,dcrb,7.936
44,17,51,dcrb,7.936
44,17,24,dcrb,7.933
44,3,42,dcrb,7.932
44,5,56,dcrb,7.932
44,6,49,dcrb,7.932
53,4,0,dcrb,7.932
44,6,74,dcrb,7.93
53,6,47,dcrb,7.93
44,5,39,dcrb,7.929
44,17,87,dcrb,7.929
53,8,46,dcrb,7.929
44,4,6,dcrb,7.928
44,6,54,dcrb,7.927
44,16,83,dcrb,7.926
44,6,66,dcrb,7.924
44,17,48,dcrb,7.924
53,15,19,dcrb,7.924
44,5,32,dcrb,7.923
53,6,90,dcrb,7.922
53,6,92,dcrb,7.922
44,6,86,dcrb,7.921
44,4,7,dcrb,7.92
44,17,16,dcrb,7.92
53,6,70,dcrb,7.92
53,6,84,dcrb,7.92
44,5,38,dcrb,7.919
53,6,67,dcrb,7.916
44,6,92,dcrb,7.914
53,6,94,dcrb,7.914
44,4,11,dcrb,7.913
44,3,40,dcrb,7.912
44,4,38,dcrb,7.911
53,17,84,dcrb,7.91
53,15,16,dcrb,7.908
44,4,27,dcrb,7.907
53,17,11,dcrb,7.907
53,6,76,dcrb,7.906
44,4,32,dcrb,7.905
44,17,39,dcrb,7.902
53,7,41,dcrb,7.899
44,17,45,dcrb,7.898
44,17,1,dcrb,7.895
44,5,51,dcrb,7.891
53,17,34,dcrb,7.891
44,15,24,dcrb,7.887
53,6,78,dcrb,7.887
53,15,2,dcrb,7.887
44,6,47,dcrb,7.886
53,17,81,dcrb,7.886
44,6,43,dcrb,7.885
53,9,45,dcrb,7.885
44,16,86,dcrb,7.884
44,18,10,dcrb,7.882
53,17,25,dcrb,7.88
44,17,86,dcrb,7.877
53,7,24,dcrb,7.877
44,17,10,dcrb,7.873
53,15,10,dcrb,7.873
53,7,34,dcrb,7.872
44,6,93,dcrb,7.871
53,6,65,dcrb,7.871
44,6,53,dcrb,7.867
44,6,79,dcrb,7.865
44,6,55,dcrb,7.864
44,5,50,dcrb,7.863
44,16,95,dcrb,7.863
44,17,82,dcrb,7.863
53,6,95,dcrb,7.86
53,17,29,dcrb,7.86
44,6,58,dcrb,7.859
44,17,22,dcrb,7.859
53,17,69,dcrb,7.858
53,7,25,dcrb,7.857
44,17,28,dcrb,7.855
53,15,6,dcrb,7.855
53,7,40,dcrb,7.854
53,17,88,dcrb,7.854
44,17,2,dcrb,7.852
53,7,42,dcrb,7.851
53,17,46,dcrb,7.851
44,6,67,dcrb,7.85
44,17,57,dcrb,7.85
53,17,23,dcrb,7.849
44,4,4,dcrb,7.847
44,15,20,dcrb,7.847
53,15,17,dcrb,7.846
53,17,17,dcrb,7.844
53,14,93,dcrb,7.842
44,15,16,dcrb,7.84
44,6,84,dcrb,7.838
53,15,13,dcrb,7.838
44,15,23,dcrb,7.833
44,6,61,dcrb,7.832
44,6,70,dcrb,7.832
44,17,7,dcrb,7.832
44,5,68,dcrb,7.831
53,6,71,dcrb,7.826
53,7,0,dcrb,7.823
44,5,62,dcrb,7.822
53,15,12,dcrb,7.82
53,17,64,dcrb,7.82
44,5,87,dcrb,7.819
44,15,29,dcrb,7.818
44,17,30,dcrb,7.818
44,7,10,dcrb,7.817
44,17,13,dcrb,7.812
44,6,90,dcrb,7.811
44,7,46,dcrb,7.811
44,15,25,dcrb,7.811
44,6,80,dcrb,7.81
53,17,87,dcrb,7.81
53,15,14,dcrb,7.808
53,18,3,dcrb,7.808
44,15,26,dcrb,7.804
53,17,60,dcrb,7.804
44,5,81,dcrb,7.803
44,6,76,dcrb,7.803
53,6,32,dcrb,7.803
44,6,72,dcrb,7.801
44,17,63,dcrb,7.801
44,18,8,dcrb,7.801
53,17,94,dcrb,7.8
44,5,69,dcrb,7.799
44,17,19,dcrb,7.798
53,8,8,dcrb,7.798
44,6,71,dcrb,7.797
44,17,40,dcrb,7.797
53,6,44,dcrb,7.797
53,17,54,dcrb,7.796
53,6,85,dcrb,7.795
44,17,5,dcrb,7.794
44,17,36,dcrb,7.794
44,15,15,dcrb,7.793
53,6,91,dcrb,7.792
44,6,59,dcrb,7.791
44,15,18,dcrb,7.79
53,7,5,dcrb,7.79
53,7,27,dcrb,7.79
44,6,82,dcrb,7.788
44,18,4,dcrb,7.785
44,4,21,dcrb,7.783
44,5,92,dcrb,7.783
44,17,34,dcrb,7.777
53,15,11,dcrb,7.776
53,7,43,dcrb,7.775
84,7,10,fadc,7.774
53,7,1,dcrb,7.772
44,6,94,dcrb,7.769
44,5,57,dcrb,7.767
53,7,14,dcrb,7.766
44,5,75,dcrb,7.763
44,7,4,dcrb,7.761
53,7,38,dcrb,7.76
44,5,74,dcrb,7.759
53,7,6,dcrb,7.758
44,6,65,dcrb,7.757
44,7,6,dcrb,7.757
44,17,11,dcrb,7.757
44,6,73,dcrb,7.755
44,15,19,dcrb,7.755
53,7,12,dcrb,7.755
53,17,32,dcrb,7.755
44,4,0,dcrb,7.754
53,18,9,dcrb,7.752
44,17,25,dcrb,7.751
53,17,37,dcrb,7.751
44,5,63,dcrb,7.75
44,7,2,dcrb,7.749
53,15,3,dcrb,7.748
44,7,15,dcrb,7.747
53,7,15,dcrb,7.746
44,17,43,dcrb,7.743
44,17,32,dcrb,7.736
44,5,80,dcrb,7.733
53,18,21,dcrb,7.731
44,4,26,dcrb,7.73
53,15,7,dcrb,7.73
44,7,21,dcrb,7.729
84,8,10,fadc,7.728
44,6,88,dcrb,7.728
53,17,26,dcrb,7.728
53,17,31,dcrb,7.728
53,8,9,dcrb,7.727
44,6,85,dcrb,7.725
44,17,17,dcrb,7.724
44,17,14,dcrb,7.723
53,7,10,dcrb,7.722
53,17,59,dcrb,7.72
53,18,0,dcrb,7.719
53,17,43,dcrb,7.716
53,17,35,dcrb,7.715
44,17,54,dcrb,7.714
53,14,92,dcrb,7.709
44,17,75,dcrb,7.708
53,17,93,dcrb,7.708
44,7,35,dcrb,7.705
53,18,45,dcrb,7.705
44,4,15,dcrb,7.702
53,7,33,dcrb,7.702
44,7,14,dcrb,7.701
44,7,33,dcrb,7.701
53,7,21,dcrb,7.701
44,7,13,dcrb,7.699
53,7,7,dcrb,7.699
44,4,92,dcrb,7.698
44,7,1,dcrb,7.698
44,17,20,dcrb,7.697
53,8,25,dcrb,7.696
53,15,1,dcrb,7.693
53,17,66,dcrb,7.693
44,15,17,dcrb,7.692
44,5,86,dcrb,7.691
44,7,12,dcrb,7.686
44,17,46,dcrb,7.686
44,6,83,dcrb,7.685
44,17,72,dcrb,7.685
44,17,81,dcrb,7.682
44,17,37,dcrb,7.681
53,17,49,dcrb,7.68
44,7,20,dcrb,7.679
44,17,23,dcrb,7.679
53,6,83,dcrb,7.679
44,18,3,dcrb,7.677
44,15,12,dcrb,7.675
44,17,52,dcrb,7.671
53,17,72,dcrb,7.67
53,18,33,dcrb,7.67
44,7,39,dcrb,7.667
44,6,89,dcrb,7.666
53,17,55,dcrb,7.665
44,7,7,dcrb,7.661
44,7,32,dcrb,7.661
44,17,41,dcrb,7.661
44,17,66,dcrb,7.661
53,17,78,dcrb,7.656
44,17,31,dcrb,7.654
44,17,60,dcrb,7.653
53,7,11,dcrb,7.646
44,17,58,dcrb,7.643
44,7,43,dcrb,7.642
44,15,13,dcrb,7.64
44,4,20,dcrb,7.639
53,17,89,dcrb,7.637
53,18,4,dcrb,7.637
44,17,70,dcrb,7.636
44,7,5,dcrb,7.634
44,8,9,dcrb,7.634
84,8,7,fadc,7.633
44,3,30,dcrb,7.633
53,8,18,dcrb,7.629
44,15,10,dcrb,7.627
44,17,26,dcrb,7.624
44,4,8,dcrb,7.623
44,7,0,dcrb,7.623
53,15,0,dcrb,7.623
44,15,14,dcrb,7.622
44,17,29,dcrb,7.622
53,7,50,dcrb,7.622
44,7,16,dcrb,7.618
44,7,47,dcrb,7.618
53,15,4,dcrb,7.617
53,18,24,dcrb,7.617
44,18,5,dcrb,7.616
53,17,50,dcrb,7.608
44,17,49,dcrb,7.607
44,3,59,dcrb,7.599
44,8,8,dcrb,7.597
44,6,95,dcrb,7.596
44,7,51,dcrb,7.593
44,4,9,dcrb,7.592
53,17,70,dcrb,7.592
44,17,93,dcrb,7.59
53,17,47,dcrb,7.588
29,7,5,fadc,7.587
53,7,16,dcrb,7.587
44,7,11,dcrb,7.583
53,18,6,dcrb,7.582
44,17,38,dcrb,7.581
44,4,3,dcrb,7.578
53,7,30,dcrb,7.575
44,8,3,dcrb,7.574
53,17,53,dcrb,7.571
53,17,61,dcrb,7.571
44,17,64,dcrb,7.57
53,7,13,dcrb,7.568
44,8,2,dcrb,7.566
44,15,9,dcrb,7.565
44,7,45,dcrb,7.564
53,7,51,dcrb,7.564
44,7,19,dcrb,7.563
44,7,24,dcrb,7.559
44,4,14,dcrb,7.557
53,18,44,dcrb,7.555
44,7,87,dcrb,7.553
44,17,35,dcrb,7.552
53,7,32,dcrb,7.551
53,7,54,dcrb,7.549
53,7,39,dcrb,7.548
44,7,42,dcrb,7.544
44,17,79,dcrb,7.542
53,7,22,dcrb,7.541
44,7,57,dcrb,7.539
44,7,30,dcrb,7.537
44,18,24,dcrb,7.536
44,7,50,dcrb,7.535
44,7,36,dcrb,7.534
44,17,84,dcrb,7.533
44,8,23,dcrb,7.531
53,7,56,dcrb,7.531
44,15,11,dcrb,7.529
53,18,54,dcrb,7.529
53,7,17,dcrb,7.526
53,17,76,dcrb,7.525
53,17,90,dcrb,7.523
44,15,6,dcrb,7.521
44,7,17,dcrb,7.518
53,17,67,dcrb,7.518
53,17,82,dcrb,7.518
53,8,52,dcrb,7.517
53,8,6,dcrb,7.515
44,7,18,dcrb,7.511
44,17,50,dcrb,7.511
44,18,0,dcrb,7.511
53,17,65,dcrb,7.511
53,15,5,dcrb,7.509
44,17,55,dcrb,7.506
44,18,15,dcrb,7.505
44,7,22,dcrb,7.499
44,17,71,dcrb,7.499
53,14,94,dcrb,7.498
44,7,34,dcrb,7.496
53,17,80,dcrb,7.495
53,7,57,dcrb,7.494
44,7,28,dcrb,7.493
53,7,26,dcrb,7.493
53,7,36,dcrb,7.493
53,7,28,dcrb,7.492
53,18,10,dcrb,7.491
53,17,62,dcrb,7.489
53,14,90,dcrb,7.488
44,8,15,dcrb,7.487
44,17,61,dcrb,7.485
44,7,48,dcrb,7.484
29,7,7,fadc,7.481
44,17,76,dcrb,7.481
53,7,18,dcrb,7.479
44,3,51,dcrb,7.478
53,14,91,dcrb,7.476
44,3,19,dcrb,7.475
44,7,54,dcrb,7.466
44,17,67,dcrb,7.466
44,7,40,dcrb,7.465
44,7,23,dcrb,7.464
44,18,27,dcrb,7.462
44,15,7,dcrb,7.46
44,7,60,dcrb,7.459
53,18,7,dcrb,7.459
53,14,95,dcrb,7.458
44,7,38,dcrb,7.457
44,15,3,dcrb,7.454
44,7,25,dcrb,7.453
44,14,91,dcrb,7.453
44,17,53,dcrb,7.453
53,17,73,dcrb,7.449
44,17,88,dcrb,7.446
44,18,33,dcrb,7.445
53,14,89,dcrb,7.445
53,7,69,dcrb,7.444
44,17,47,dcrb,7.442
44,3,50,dcrb,7.438
44,17,44,dcrb,7.438
53,7,31,dcrb,7.438
44,7,52,dcrb,7.437
44,7,93,dcrb,7.436
53,18,5,dcrb,7.435
44,15,4,dcrb,7.433
44,17,90,dcrb,7.428
44,18,21,dcrb,7.428
44,8,21,dcrb,7.425
44,15,8,dcrb,7.423
44,17,73,dcrb,7.421
44,7,44,dcrb,7.42
44,7,81,dcrb,7.419
53,17,68,dcrb,7.419
53,17,92,dcrb,7.415
44,8,27,dcrb,7.414
44,7,63,dcrb,7.412
44,3,23,dcrb,7.409
44,3,35,dcrb,7.407
44,14,92,dcrb,7.407
53,14,87,dcrb,7.407
53,17,71,dcrb,7.404
44,7,29,dcrb,7.403
44,8,26,dcrb,7.402
44,7,75,dcrb,7.399
44,7,62,dcrb,7.398
44,7,86,dcrb,7.397
44,15,5,dcrb,7.396
44,17,94,dcrb,7.396
53,8,2,dcrb,7.396
53,18,2,dcrb,7.396
44,7,31,dcrb,7.395
53,7,63,dcrb,7.395
53,17,79,dcrb,7.391
44,7,74,dcrb,7.39
53,18,42,dcrb,7.39
53,8,57,dcrb,7.388
53,7,62,dcrb,7.385
53,18,27,dcrb,7.384
53,7,46,dcrb,7.382
44,17,65,dcrb,7.381
53,7,29,dcrb,7.377
44,8,38,dcrb,7.373
44,3,55,dcrb,7.371
53,18,25,dcrb,7.368
44,7,41,dcrb,7.365
53,7,23,dcrb,7.365
44,7,80,dcrb,7.361
53,17,91,dcrb,7.361
53,8,38,dcrb,7.36
44,15,2,dcrb,7.354
44,3,41,dcrb,7.352
44,15,0,dcrb,7.351
53,7,37,dcrb,7.348
53,7,48,dcrb,7.347
53,7,60,dcrb,7.346
44,18,12,dcrb,7.344
44,7,37,dcrb,7.342
44,15,1,dcrb,7.34
44,8,39,dcrb,7.339
53,7,58,dcrb,7.339
44,17,56,dcrb,7.336
44,17,68,dcrb,7.336
44,7,49,dcrb,7.335
44,17,62,dcrb,7.332
44,17,83,dcrb,7.329
44,7,69,dcrb,7.326
53,18,18,dcrb,7.323
53,7,52,dcrb,7.321
53,14,86,dcrb,7.319
53,7,35,dcrb,7.318
53,17,83,dcrb,7.318
53,18,13,dcrb,7.317
44,17,59,dcrb,7.316
44,18,11,dcrb,7.314
53,3,59,dcrb,7.313
53,18,11,dcrb,7.313
53,17,74,dcrb,7.312
53,7,71,dcrb,7.311
44,7,56,dcrb,7.31
53,14,88,dcrb,7.31
44,17,77,dcrb,7.305
44,17,91,dcrb,7.3
44,3,47,dcrb,7.299
44,8,33,dcrb,7.297
44,17,85,dcrb,7.297
53,7,68,dcrb,7.296
44,3,62,dcrb,7.292
53,3,56,dcrb,7.292
53,18,14,dcrb,7.292
53,18,39,dcrb,7.29
44,3,56,dcrb,7.285
44,7,83,dcrb,7.282
53,17,86,dcrb,7.28
53,18,32,dcrb,7.271
44,3,7,dcrb,7.269
53,7,64,dcrb,7.269
53,7,90,dcrb,7.268
53,17,95,dcrb,7.268
53,18,12,dcrb,7.268
44,3,18,dcrb,7.267
44,14,93,dcrb,7.267
53,17,77,dcrb,7.263
44,3,46,dcrb,7.262
53,3,62,dcrb,7.26
44,7,68,dcrb,7.259
44,7,66,dcrb,7.258
44,14,94,dcrb,7.258
44,7,58,dcrb,7.257
44,8,24,dcrb,7.257
44,18,16,dcrb,7.257
44,18,39,dcrb,7.257
44,7,55,dcrb,7.256
44,3,48,dcrb,7.255
44,18,1,dcrb,7.253
53,8,56,dcrb,7.252
53,18,57,dcrb,7.251
44,18,28,dcrb,7.243
44,7,61,dcrb,7.242
44,7,72,dcrb,7.242
44,17,74,dcrb,7.242
53,18,75,dcrb,7.242
53,8,0,dcrb,7.238
53,18,8,dcrb,7.236
44,8,14,dcrb,7.235
44,14,95,dcrb,7.233
44,7,53,dcrb,7.231
44,17,80,dcrb,7.23
44,7,64,dcrb,7.228
44,18,18,dcrb,7.228
44,18,32,dcrb,7.225
44,7,79,dcrb,7.222
53,18,22,dcrb,7.222
53,18,43,dcrb,7.22
53,7,49,dcrb,7.217
53,7,75,dcrb,7.217
53,7,76,dcrb,7.217
53,18,15,dcrb,7.216
53,7,70,dcrb,7.215
53,7,47,dcrb,7.211
53,18,16,dcrb,7.21
44,18,13,dcrb,7.204
44,18,25,dcrb,7.202
53,7,66,dcrb,7.201
53,7,53,dcrb,7.2
44,3,12,dcrb,7.198
44,18,42,dcrb,7.198
44,8,30,dcrb,7.193
53,18,30,dcrb,7.192
44,14,88,dcrb,7.191
53,7,55,dcrb,7.19
44,3,2,dcrb,7.185
53,8,24,dcrb,7.185
44,8,28,dcrb,7.18
44,18,52,dcrb,7.18
44,18,14,dcrb,7.175
44,7,73,dcrb,7.169
53,3,61,dcrb,7.169
44,3,57,dcrb,7.165
53,8,40,dcrb,7.165
53,7,61,dcrb,7.161
53,8,5,dcrb,7.159
44,7,67,dcrb,7.157
44,18,22,dcrb,7.153
44,8,31,dcrb,7.151
53,9,41,dcrb,7.146
53,14,85,dcrb,7.145
44,7,90,dcrb,7.142
44,18,30,dcrb,7.14
53,3,57,dcrb,7.139
53,7,72,dcrb,7.137
44,18,45,dcrb,7.136
44,8,44,dcrb,7.135
53,14,84,dcrb,7.135
44,14,90,dcrb,7.134
53,18,48,dcrb,7.133
44,7,92,dcrb,7.132
44,8,45,dcrb,7.132
44,3,1,dcrb,7.131
