rocid,slot,channel,group,hits_per_frame
53,14,39,dcrb,4.19
44,14,36,dcrb,4.186
53,9,48,dcrb,4.186
44,20,55,dcrb,4.183
54,7,88,dcrb,4.176
53,3,23,dcrb,4.171
53,20,65,dcrb,4.168
53,20,55,dcrb,4.163
44,20,16,dcrb,4.157
54,8,33,dcrb,4.157
44,20,58,dcrb,4.154
44,9,58,dcrb,4.153
44,9,68,dcrb,4.147
44,20,59,dcrb,4.141
53,20,75,dcrb,4.141
53,9,74,dcrb,4.134
44,14,32,dcrb,4.117
53,20,74,dcrb,4.116
44,20,60,dcrb,4.115
44,9,61,dcrb,4.107
53,9,63,dcrb,4.1
44,9,60,dcrb,4.099
54,9,50,dcrb,4.099
44,9,64,dcrb,4.094
44,20,22,dcrb,4.094
44,20,53,dcrb,4.091
53,20,62,dcrb,4.091
53,20,63,dcrb,4.083
54,20,32,dcrb,4.08
53,9,60,dcrb,4.076
53,3,16,dcrb,4.074
44,9,65,dcrb,4.067
44,9,63,dcrb,4.066
53,20,68,dcrb,4.063
53,20,61,dcrb,4.059
53,20,64,dcrb,4.053
53,9,73,dcrb,4.047
53,20,69,dcrb,4.044
53,14,36,dcrb,4.043
53,9,68,dcrb,4.038
53,14,34,dcrb,4.029
53,14,35,dcrb,4.021
44,20,61,dcrb,4.019
53,9,64,dcrb,4.009
44,9,74,dcrb,3.998
53,9,65,dcrb,3.992
44,14,34,dcrb,3.988
53,9,67,dcrb,3.983
53,20,66,dcrb,3.979
44,20,63,dcrb,3.964
44,20,64,dcrb,3.957
54,20,81,dcrb,3.955
44,9,67,dcrb,3.952
44,9,70,dcrb,3.95
53,3,26,dcrb,3.95
53,9,66,dcrb,3.936
44,9,66,dcrb,3.931
44,20,72,dcrb,3.926
44,20,73,dcrb,3.924
53,20,67,dcrb,3.918
53,9,71,dcrb,3.911
44,9,71,dcrb,3.907
44,14,33,dcrb,3.906
54,20,93,dcrb,3.905
44,9,72,dcrb,3.903
44,20,66,dcrb,3.894
44,20,69,dcrb,3.894
44,20,65,dcrb,3.893
44,9,79,dcrb,3.892
44,20,62,dcrb,3.888
53,9,70,dcrb,3.885
44,9,69,dcrb,3.881
53,20,70,dcrb,3.879
54,9,33,dcrb,3.876
44,20,50,dcrb,3.862
44,20,67,dcrb,3.857
53,3,29,dcrb,3.854
44,20,70,dcrb,3.852
53,20,78,dcrb,3.851
44,9,80,dcrb,3.849
54,19,92,dcrb,3.845
53,9,69,dcrb,3.838
53,20,77,dcrb,3.831
44,14,31,dcrb,3.827
53,14,33,dcrb,3.816
53,20,71,dcrb,3.814
44,9,85,dcrb,3.802
44,20,56,dcrb,3.798
54,20,53,dcrb,3.793
53,7,20,dcrb,3.791
46,9,64,dcrb,3.783
54,20,87,dcrb,3.781
44,20,28,dcrb,3.778
44,20,71,dcrb,3.769
53,20,76,dcrb,3.767
53,20,72,dcrb,3.753
53,20,73,dcrb,3.752
54,20,67,dcrb,3.749
54,9,74,dcrb,3.741
7,9,8,fadc,3.738
53,20,79,dcrb,3.728
44,9,77,dcrb,3.723
54,19,15,dcrb,3.722
53,14,32,dcrb,3.719
44,14,29,dcrb,3.716
53,9,72,dcrb,3.714
53,9,75,dcrb,3.709
53,9,77,dcrb,3.707
44,20,75,dcrb,3.705
53,20,80,dcrb,3.7
25,3,4,fadc,3.697
53,9,76,dcrb,3.695
53,9,80,dcrb,3.695
45,7,61,dcrb,3.691
53,3,19,dcrb,3.685
44,20,76,dcrb,3.683
53,14,30,dcrb,3.679
44,9,76,dcrb,3.676
54,20,59,dcrb,3.675
25,7,5,fadc,3.672
53,14,31,dcrb,3.672
44,9,75,dcrb,3.668
54,20,29,dcrb,3.665
54,9,68,dcrb,3.658
54,19,74,dcrb,3.65
44,20,78,dcrb,3.645
44,14,30,dcrb,3.643
25,18,2,fadc,3.642
44,20,77,dcrb,3.641
44,20,89,dcrb,3.64
44,14,26,dcrb,3.634
44,20,88,dcrb,3.629
53,20,81,dcrb,3.625
44,20,79,dcrb,3.615
53,9,86,dcrb,3.605
53,20,89,dcrb,3.599
54,9,14,dcrb,3.599
53,9,79,dcrb,3.588
44,9,83,dcrb,3.587
44,20,82,dcrb,3.587
53,20,88,dcrb,3.585
53,20,82,dcrb,3.572
44,20,81,dcrb,3.563
53,20,86,dcrb,3.557
44,9,86,dcrb,3.553
44,14,28,dcrb,3.542
53,9,83,dcrb,3.541
53,3,32,dcrb,3.539
44,9,78,dcrb,3.538
53,9,78,dcrb,3.527
44,9,81,dcrb,3.52
44,9,82,dcrb,3.514
44,20,83,dcrb,3.5
53,9,82,dcrb,3.495
53,20,83,dcrb,3.491
54,9,56,dcrb,3.488
53,20,84,dcrb,3.486
54,8,92,dcrb,3.465
44,20,85,dcrb,3.453
53,20,85,dcrb,3.453
53,20,91,dcrb,3.453
54,20,47,dcrb,3.441
54,9,2,dcrb,3.44
53,9,88,dcrb,3.433
53,20,87,dcrb,3.429
54,19,21,dcrb,3.428
44,20,68,dcrb,3.426
53,20,94,dcrb,3.426
44,20,84,dcrb,3.417
29,8,1,fadc,3.413
44,9,89,dcrb,3.412
53,9,89,dcrb,3.407
54,9,32,dcrb,3.406
53,14,28,dcrb,3.4
54,8,27,dcrb,3.399
53,20,95,dcrb,3.391
44,14,25,dcrb,3.389
44,9,92,dcrb,3.381
54,20,35,dcrb,3.38
53,14,29,dcrb,3.378
53,9,85,dcrb,3.377
53,20,90,dcrb,3.372
54,8,51,dcrb,3.365
44,20,87,dcrb,3.359
53,20,92,dcrb,3.357
53,9,81,dcrb,3.355
53,9,92,dcrb,3.351
54,20,41,dcrb,3.344
53,9,84,dcrb,3.342
29,8,3,fadc,3.341
54,8,39,dcrb,3.341
54,20,9,dcrb,3.335
44,20,86,dcrb,3.322
44,20,91,dcrb,3.318
53,3,17,dcrb,3.312
44,20,90,dcrb,3.311
54,9,21,dcrb,3.31
44,14,27,dcrb,3.306
53,14,27,dcrb,3.301
9,3,15,fadc,3.295
7,6,10,fadc,3.288
44,9,91,dcrb,3.28
44,9,87,dcrb,3.278
55,6,87,dcrb,3.278
53,14,26,dcrb,3.272
44,20,95,dcrb,3.265
7,9,4,fadc,3.256
44,14,23,dcrb,3.241
44,20,94,dcrb,3.241
53,9,87,dcrb,3.239
44,20,74,dcrb,3.238
25,3,11,fadc,3.233
54,20,17,dcrb,3.22
54,19,80,dcrb,3.215
44,9,90,dcrb,3.21
54,9,8,dcrb,3.204
54,20,2,dcrb,3.204
53,9,91,dcrb,3.198
44,14,24,dcrb,3.183
53,20,93,dcrb,3.182
7,9,5,fadc,3.181
44,20,93,dcrb,3.178
54,20,73,dcrb,3.177
44,9,95,dcrb,3.176
53,9,95,dcrb,3.174
53,14,24,dcrb,3.162
44,14,20,dcrb,3.161
25,18,5,fadc,3.149
44,9,94,dcrb,3.145
53,9,94,dcrb,3.143
27,3,14,fadc,3.133
7,7,5,fadc,3.127
9,4,4,fadc,3.127
54,19,86,dcrb,3.086
44,14,22,dcrb,3.075
53,14,25,dcrb,3.075
54,18,93,dcrb,3.075
27,4,0,fadc,3.072
54,20,82,dcrb,3.072
53,9,90,dcrb,3.071
7,7,1,fadc,3.068
53,3,14,dcrb,3.064
54,19,20,dcrb,3.064
54,19,87,dcrb,3.06
53,3,15,dcrb,3.053
9,4,3,fadc,3.051
54,7,76,dcrb,3.043
55,7,62,dcrb,3.042
54,9,27,dcrb,3.035
44,9,93,dcrb,3.027
54,8,15,dcrb,3.014
54,20,94,dcrb,3.014
54,9,44,dcrb,3.009
7,7,2,fadc,3.006
84,8,1,fadc,2.994
44,20,92,dcrb,2.991
53,9,93,dcrb,2.974
54,20,69,dcrb,2.972
7,7,4,fadc,2.965
54,20,83,dcrb,2.965
54,20,86,dcrb,2.958
27,4,2,fadc,2.957
84,8,3,fadc,2.957
54,19,44,dcrb,2.953
45,5,85,dcrb,2.926
54,20,23,dcrb,2.926
7,7,0,fadc,2.915
44,14,19,dcrb,2.901
27,3,12,fadc,2.879
53,3,13,dcrb,2.873
53,14,20,dcrb,2.866
54,19,68,dcrb,2.866
27,4,7,fadc,2.851
53,14,23,dcrb,2.85
25,7,6,fadc,2.841
53,3,12,dcrb,2.837
45,5,67,dcrb,2.834
44,14,21,dcrb,2.833
54,19,3,dcrb,2.833
54,19,39,dcrb,2.833
45,5,79,dcrb,2.828
54,20,37,dcrb,2.821
45,5,61,dcrb,2.801
7,7,3,fadc,2.793
45,5,73,dcrb,2.793
54,19,77,dcrb,2.787
54,8,24,dcrb,2.786
7,9,9,fadc,2.785
54,19,50,dcrb,2.782
54,20,70,dcrb,2.779
44,14,17,dcrb,2.777
54,7,80,dcrb,2.776
27,4,4,fadc,2.76
54,19,56,dcrb,2.756
53,14,22,dcrb,2.728
53,14,21,dcrb,2.727
9,4,6,fadc,2.72
54,19,27,dcrb,2.71
54,19,89,dcrb,2.709
54,9,18,dcrb,2.704
44,14,14,dcrb,2.7
54,20,88,dcrb,2.696
44,20,80,dcrb,2.695
45,6,2,dcrb,2.695
54,20,49,dcrb,2.689
9,3,13,fadc,2.686
54,8,57,dcrb,2.684
54,8,63,dcrb,2.684
54,20,61,dcrb,2.682
44,14,18,dcrb,2.68
7,9,7,fadc,2.676
54,20,24,dcrb,2.676
54,19,57,dcrb,2.671
9,3,11,fadc,2.667
45,5,91,dcrb,2.665
54,20,28,dcrb,2.653
54,20,76,dcrb,2.646
54,19,33,dcrb,2.642
54,9,39,dcrb,2.635
25,3,5,fadc,2.633
54,8,69,dcrb,2.631
54,20,31,dcrb,2.631
7,7,6,fadc,2.628
54,20,48,dcrb,2.628
27,3,13,fadc,2.624
54,19,32,dcrb,2.621
54,8,75,dcrb,2.609
54,20,79,dcrb,2.607
54,9,49,dcrb,2.601
54,20,54,dcrb,2.599
53,14,14,dcrb,2.588
54,20,80,dcrb,2.571
27,4,5,fadc,2.567
45,8,53,dcrb,2.564
25,3,8,fadc,2.563
54,20,55,dcrb,2.563
54,8,18,dcrb,2.559
9,3,14,fadc,2.552
53,3,10,dcrb,2.547
54,20,95,dcrb,2.54
53,3,8,dcrb,2.536
54,20,66,dcrb,2.526
54,20,58,dcrb,2.519
55,6,63,dcrb,2.519
53,14,19,dcrb,2.516
54,20,52,dcrb,2.516
54,19,71,dcrb,2.502
55,6,75,dcrb,2.499
46,6,21,dcrb,2.492
55,6,69,dcrb,2.489
54,19,38,dcrb,2.487
54,19,69,dcrb,2.487
44,14,16,dcrb,2.486
7,3,5,fadc,2.483
46,7,9,dcrb,2.476
55,6,86,dcrb,2.472
55,6,3,dcrb,2.47
54,20,89,dcrb,2.469
53,3,6,dcrb,2.467
55,7,9,dcrb,2.467
46,7,15,dcrb,2.463
55,6,81,dcrb,2.461
54,20,42,dcrb,2.458
27,4,3,fadc,2.454
46,7,30,dcrb,2.453
46,7,3,dcrb,2.451
53,3,11,dcrb,2.451
7,6,15,fadc,2.45
54,9,38,dcrb,2.45
54,20,34,dcrb,2.448
55,6,57,dcrb,2.445
55,6,9,dcrb,2.444
54,19,62,dcrb,2.442
55,7,21,dcrb,2.442
55,6,56,dcrb,2.437
53,3,9,dcrb,2.436
46,5,93,dcrb,2.432
46,6,3,dcrb,2.432
55,6,74,dcrb,2.432
55,5,90,dcrb,2.431
27,4,11,fadc,2.43
46,7,21,dcrb,2.428
46,6,20,dcrb,2.425
54,19,45,dcrb,2.425
54,19,81,dcrb,2.42
55,5,93,dcrb,2.419
46,6,0,dcrb,2.418
27,3,11,fadc,2.415
54,20,60,dcrb,2.415
54,8,45,dcrb,2.413
54,19,83,dcrb,2.411
45,5,55,dcrb,2.409
46,7,12,dcrb,2.409
46,6,15,dcrb,2.401
46,8,21,dcrb,2.399
55,6,85,dcrb,2.399
55,8,21,dcrb,2.399
54,8,14,dcrb,2.398
55,7,15,dcrb,2.398
54,8,74,dcrb,2.397
54,9,30,dcrb,2.396
46,6,9,dcrb,2.392
55,7,3,dcrb,2.391
46,7,27,dcrb,2.387
46,8,15,dcrb,2.386
46,18,9,dcrb,2.381
54,20,18,dcrb,2.381
46,7,33,dcrb,2.379
46,7,10,dcrb,2.378
55,6,51,dcrb,2.378
46,7,31,dcrb,2.373
55,8,15,dcrb,2.372
54,8,86,dcrb,2.37
54,20,30,dcrb,2.37
55,7,27,dcrb,2.369
25,3,3,fadc,2.365
53,14,18,dcrb,2.363
55,6,18,dcrb,2.36
27,4,1,fadc,2.359
46,7,6,dcrb,2.359
44,14,13,dcrb,2.358
55,7,12,dcrb,2.35
54,8,20,dcrb,2.345
55,6,21,dcrb,2.345
46,7,18,dcrb,2.341
55,6,93,dcrb,2.341
46,18,8,dcrb,2.34
44,4,2,dcrb,2.339
46,17,87,dcrb,2.339
46,8,9,dcrb,2.335
54,9,15,dcrb,2.332
53,3,5,dcrb,2.331
54,19,17,dcrb,2.33
55,19,45,dcrb,2.33
9,4,9,fadc,2.329
54,19,79,dcrb,2.329
27,4,9,fadc,2.328
46,18,6,dcrb,2.328
46,5,94,dcrb,2.327
46,6,18,dcrb,2.325
46,8,18,dcrb,2.324
55,8,9,dcrb,2.324
54,9,45,dcrb,2.323
55,8,18,dcrb,2.323
7,3,7,fadc,2.322
46,4,93,dcrb,2.322
55,6,0,dcrb,2.321
25,4,2,fadc,2.32
55,6,15,dcrb,2.319
55,8,27,dcrb,2.318
55,8,45,dcrb,2.318
46,7,39,dcrb,2.317
46,8,27,dcrb,2.317
7,6,12,fadc,2.316
46,8,6,dcrb,2.316
46,6,6,dcrb,2.315
55,5,92,dcrb,2.315
46,5,90,dcrb,2.314
46,7,34,dcrb,2.314
46,7,26,dcrb,2.313
46,8,24,dcrb,2.313
46,7,11,dcrb,2.312
55,7,11,dcrb,2.312
46,7,0,dcrb,2.311
55,7,6,dcrb,2.311
54,19,9,dcrb,2.31
55,7,4,dcrb,2.309
46,8,12,dcrb,2.308
55,7,20,dcrb,2.308
46,4,87,dcrb,2.303
46,6,93,dcrb,2.303
55,6,12,dcrb,2.303
46,5,87,dcrb,2.301
46,7,13,dcrb,2.301
55,7,33,dcrb,2.301
55,8,22,dcrb,2.301
46,6,12,dcrb,2.296
46,7,4,dcrb,2.296
55,8,39,dcrb,2.296
46,7,16,dcrb,2.294
46,5,3,dcrb,2.292
55,4,87,dcrb,2.291
55,6,6,dcrb,2.29
46,5,88,dcrb,2.289
55,5,94,dcrb,2.289
46,7,24,dcrb,2.288
46,7,22,dcrb,2.287
46,7,36,dcrb,2.287
55,8,33,dcrb,2.287
55,4,93,dcrb,2.285
55,7,0,dcrb,2.285
54,20,92,dcrb,2.284
54,7,74,dcrb,2.283
55,7,56,dcrb,2.283
55,8,24,dcrb,2.283
27,3,9,fadc,2.281
54,20,68,dcrb,2.281
55,8,10,dcrb,2.279
55,19,24,dcrb,2.279
46,8,16,dcrb,2.276
55,6,50,dcrb,2.276
46,6,94,dcrb,2.275
46,8,22,dcrb,2.275
55,7,2,dcrb,2.275
44,14,11,dcrb,2.273
46,17,63,dcrb,2.273
55,8,42,dcrb,2.272
45,5,44,dcrb,2.271
46,7,7,dcrb,2.271
46,8,33,dcrb,2.271
46,18,27,dcrb,2.27
55,18,78,dcrb,2.27
55,7,10,dcrb,2.269
46,6,24,dcrb,2.268
55,8,6,dcrb,2.266
46,18,21,dcrb,2.265
45,8,74,dcrb,2.264
55,5,30,dcrb,2.264
55,5,87,dcrb,2.264
46,7,2,dcrb,2.263
55,7,28,dcrb,2.263
46,17,81,dcrb,2.261
46,18,3,dcrb,2.261
46,18,24,dcrb,2.261
55,7,26,dcrb,2.261
25,9,9,fadc,2.259
46,8,3,dcrb,2.259
46,18,57,dcrb,2.259
55,7,36,dcrb,2.259
46,6,16,dcrb,2.258
46,6,56,dcrb,2.258
46,8,25,dcrb,2.258
46,8,39,dcrb,2.258
46,7,78,dcrb,2.257
46,8,5,dcrb,2.257
55,7,16,dcrb,2.257
46,7,17,dcrb,2.256
46,18,15,dcrb,2.256
55,7,34,dcrb,2.256
27,3,15,fadc,2.255
46,7,25,dcrb,2.255
46,18,4,dcrb,2.255
46,18,93,dcrb,2.255
55,7,39,dcrb,2.255
55,8,8,dcrb,2.255
55,19,44,dcrb,2.255
46,17,93,dcrb,2.254
46,7,5,dcrb,2.253
46,17,90,dcrb,2.253
54,9,24,dcrb,2.252
55,8,12,dcrb,2.252
55,17,9,dcrb,2.252
55,19,9,dcrb,2.252
9,3,12,fadc,2.251
46,18,18,dcrb,2.251
54,8,42,dcrb,2.251
55,8,16,dcrb,2.251
46,8,28,dcrb,2.25
54,19,95,dcrb,2.25
55,5,3,dcrb,2.249
55,6,94,dcrb,2.249
7,3,6,fadc,2.248
46,6,90,dcrb,2.248
46,7,1,dcrb,2.248
55,8,28,dcrb,2.248
46,7,8,dcrb,2.247
46,7,28,dcrb,2.247
54,8,80,dcrb,2.246
55,6,45,dcrb,2.246
46,17,42,dcrb,2.245
46,7,23,dcrb,2.244
46,8,26,dcrb,2.244
46,7,94,dcrb,2.243
46,18,40,dcrb,2.243
46,18,45,dcrb,2.243
55,7,14,dcrb,2.243
55,7,17,dcrb,2.243
46,8,19,dcrb,2.241
46,6,27,dcrb,2.24
46,7,20,dcrb,2.24
46,19,9,dcrb,2.24
46,6,10,dcrb,2.239
46,6,95,dcrb,2.239
46,5,9,dcrb,2.238
46,5,84,dcrb,2.238
46,6,1,dcrb,2.238
54,19,75,dcrb,2.238
55,5,10,dcrb,2.238
46,8,45,dcrb,2.237
46,18,72,dcrb,2.237
55,6,2,dcrb,2.237
55,8,30,dcrb,2.237
46,18,33,dcrb,2.235
55,7,30,dcrb,2.235
55,7,68,dcrb,2.235
55,18,57,dcrb,2.235
55,19,27,dcrb,2.235
46,6,88,dcrb,2.234
46,7,14,dcrb,2.234
46,7,51,dcrb,2.234
46,8,30,dcrb,2.234
55,5,20,dcrb,2.234
55,8,51,dcrb,2.234
55,17,93,dcrb,2.234
46,7,93,dcrb,2.233
46,7,32,dcrb,2.232
54,19,26,dcrb,2.232
46,19,15,dcrb,2.231
46,8,10,dcrb,2.23
46,8,13,dcrb,2.23
54,9,23,dcrb,2.23
55,8,19,dcrb,2.23
55,8,32,dcrb,2.229
46,18,87,dcrb,2.228
55,6,16,dcrb,2.228
55,18,9,dcrb,2.227
55,19,15,dcrb,2.227
46,7,19,dcrb,2.226
46,8,14,dcrb,2.226
55,6,4,dcrb,2.226
46,19,21,dcrb,2.225
46,19,27,dcrb,2.225
46,18,75,dcrb,2.224
54,18,74,dcrb,2.224
55,7,13,dcrb,2.224
55,7,18,dcrb,2.224
46,6,87,dcrb,2.223
55,6,80,dcrb,2.223
44,14,8,dcrb,2.222
46,7,68,dcrb,2.222
55,6,72,dcrb,2.222
25,3,6,fadc,2.221
46,6,4,dcrb,2.221
46,7,44,dcrb,2.221
46,7,57,dcrb,2.221
46,19,3,dcrb,2.221
55,8,14,dcrb,2.221
55,6,11,dcrb,2.22
55,8,26,dcrb,2.219
46,6,22,dcrb,2.218
46,6,91,dcrb,2.218
46,17,69,dcrb,2.218
54,19,51,dcrb,2.218
54,20,40,dcrb,2.218
55,6,90,dcrb,2.218
46,6,25,dcrb,2.217
46,7,45,dcrb,2.217
46,8,57,dcrb,2.217
55,6,1,dcrb,2.217
55,7,32,dcrb,2.217
55,8,3,dcrb,2.217
9,3,9,fadc,2.216
46,17,75,dcrb,2.216
55,18,21,dcrb,2.216
46,5,91,dcrb,2.215
55,6,20,dcrb,2.215
55,7,24,dcrb,2.215
55,7,31,dcrb,2.215
55,8,23,dcrb,2.215
25,7,7,fadc,2.214
55,7,8,dcrb,2.214
46,8,8,dcrb,2.213
53,14,16,dcrb,2.213
55,19,33,dcrb,2.213
46,6,63,dcrb,2.212
46,18,12,dcrb,2.211
55,7,22,dcrb,2.211
55,8,25,dcrb,2.211
46,19,12,dcrb,2.21
55,8,48,dcrb,2.21
55,19,21,dcrb,2.21
46,18,81,dcrb,2.209
55,6,88,dcrb,2.209
7,18,4,fadc,2.208
46,7,52,dcrb,2.208
46,8,51,dcrb,2.208
46,19,45,dcrb,2.208
54,19,63,dcrb,2.208
55,6,22,dcrb,2.208
55,7,5,dcrb,2.208
55,7,29,dcrb,2.208
46,19,51,dcrb,2.207
55,19,51,dcrb,2.207
46,7,84,dcrb,2.206
46,8,23,dcrb,2.206
46,17,72,dcrb,2.206
46,18,30,dcrb,2.206
55,19,3,dcrb,2.206
46,6,84,dcrb,2.204
46,6,89,dcrb,2.204
46,18,0,dcrb,2.204
55,7,92,dcrb,2.204
46,6,68,dcrb,2.203
46,17,62,dcrb,2.203
46,18,22,dcrb,2.203
54,7,56,dcrb,2.203
46,6,62,dcrb,2.202
46,8,17,dcrb,2.202
46,18,69,dcrb,2.202
55,18,33,dcrb,2.202
46,7,87,dcrb,2.201
46,7,90,dcrb,2.201
7,3,9,fadc,2.2
9,4,8,fadc,2.2
55,6,8,dcrb,2.2
44,14,15,dcrb,2.199
46,6,34,dcrb,2.199
46,6,92,dcrb,2.199
46,8,32,dcrb,2.199
46,6,57,dcrb,2.198
46,7,37,dcrb,2.198
46,18,84,dcrb,2.198
54,9,34,dcrb,2.198
55,7,7,dcrb,2.198
55,7,25,dcrb,2.198
46,5,81,dcrb,2.197
46,8,29,dcrb,2.197
55,7,38,dcrb,2.197
46,6,17,dcrb,2.196
46,18,25,dcrb,2.196
46,18,66,dcrb,2.196
54,19,29,dcrb,2.196
55,7,40,dcrb,2.196
55,8,17,dcrb,2.196
55,18,27,dcrb,2.196
46,6,69,dcrb,2.195
46,7,75,dcrb,2.195
55,8,34,dcrb,2.195
55,19,39,dcrb,2.195
46,7,40,dcrb,2.194
46,19,57,dcrb,2.194
53,3,7,dcrb,2.194
55,8,11,dcrb,2.194
46,5,95,dcrb,2.193
55,7,93,dcrb,2.193
7,9,6,fadc,2.192
46,6,81,dcrb,2.192
46,7,35,dcrb,2.192
46,19,31,dcrb,2.192
55,6,25,dcrb,2.192
55,7,88,dcrb,2.192
55,18,15,dcrb,2.192
55,19,12,dcrb,2.192
55,19,18,dcrb,2.192
46,18,39,dcrb,2.191
54,9,54,dcrb,2.191
55,6,24,dcrb,2.191
55,6,89,dcrb,2.191
55,7,1,dcrb,2.191
46,7,62,dcrb,2.19
46,7,92,dcrb,2.19
55,6,95,dcrb,2.19
55,8,20,dcrb,2.19
55,8,36,dcrb,2.19
46,6,2,dcrb,2.189
46,8,7,dcrb,2.189
46,8,11,dcrb,2.189
46,7,38,dcrb,2.188
46,8,48,dcrb,2.188
46,6,7,dcrb,2.187
46,8,20,dcrb,2.187
46,18,63,dcrb,2.187
55,5,88,dcrb,2.187
46,8,36,dcrb,2.186
46,19,39,dcrb,2.186
55,7,35,dcrb,2.186
46,6,19,dcrb,2.185
46,17,51,dcrb,2.185
46,18,51,dcrb,2.185
55,8,38,dcrb,2.185
46,7,63,dcrb,2.184
46,8,52,dcrb,2.184
46,8,56,dcrb,2.184
46,6,14,dcrb,2.183
46,6,50,dcrb,2.183
46,8,4,dcrb,2.183
46,17,57,dcrb,2.183
46,19,25,dcrb,2.183
55,4,84,dcrb,2.183
46,17,91,dcrb,2.182
54,8,81,dcrb,2.182
25,9,8,fadc,2.181
46,7,29,dcrb,2.181
46,8,55,dcrb,2.181
46,19,24,dcrb,2.181
46,6,13,dcrb,2.18
46,18,44,dcrb,2.18
53,14,13,dcrb,2.18
55,6,14,dcrb,2.18
55,7,19,dcrb,2.18
55,7,63,dcrb,2.18
55,8,31,dcrb,2.18
45,8,81,dcrb,2.179
46,8,42,dcrb,2.179
46,19,10,dcrb,2.179
55,6,13,dcrb,2.179
55,7,75,dcrb,2.179
55,19,25,dcrb,2.179
45,8,57,dcrb,2.178
46,5,89,dcrb,2.178
46,6,75,dcrb,2.178
46,18,73,dcrb,2.178
46,17,84,dcrb,2.177
46,18,94,dcrb,2.177
46,19,18,dcrb,2.177
55,5,81,dcrb,2.177
55,6,10,dcrb,2.177
55,8,29,dcrb,2.177
46,18,90,dcrb,2.176
55,7,57,dcrb,2.176
46,8,54,dcrb,2.175
46,18,16,dcrb,2.175
55,4,94,dcrb,2.175
55,5,84,dcrb,2.175
55,8,43,dcrb,2.175
55,17,87,dcrb,2.175
46,5,92,dcrb,2.174
46,6,70,dcrb,2.174
46,7,42,dcrb,2.174
46,17,78,dcrb,2.174
55,8,40,dcrb,2.174
46,7,81,dcrb,2.173
55,6,41,dcrb,2.173
55,7,78,dcrb,2.173
55,18,3,dcrb,2.173
46,6,61,dcrb,2.172
55,7,37,dcrb,2.172
46,7,95,dcrb,2.171
46,18,89,dcrb,2.171
46,19,28,dcrb,2.171
46,17,94,dcrb,2.17
46,18,34,dcrb,2.17
55,6,79,dcrb,2.17
46,6,82,dcrb,2.169
46,7,88,dcrb,2.169
46,8,53,dcrb,2.169
46,19,16,dcrb,2.169
46,19,19,dcrb,2.169
55,8,57,dcrb,2.169
46,7,79,dcrb,2.168
46,8,34,dcrb,2.168
46,18,10,dcrb,2.168
55,8,13,dcrb,2.168
55,8,52,dcrb,2.168
55,8,54,dcrb,2.168
46,6,11,dcrb,2.167
46,18,5,dcrb,2.167
54,8,95,dcrb,2.167
55,7,87,dcrb,2.167
55,7,94,dcrb,2.167
55,18,58,dcrb,2.167
46,6,80,dcrb,2.166
46,8,2,dcrb,2.165
46,8,38,dcrb,2.165
54,8,48,dcrb,2.165
55,5,9,dcrb,2.165
55,6,62,dcrb,2.165
55,6,84,dcrb,2.165
55,6,92,dcrb,2.165
46,7,66,dcrb,2.164
46,18,92,dcrb,2.164
46,8,31,dcrb,2.163
46,19,22,dcrb,2.163
55,7,89,dcrb,2.163
46,4,90,dcrb,2.162
46,6,52,dcrb,2.162
46,6,86,dcrb,2.162
46,18,82,dcrb,2.162
55,6,27,dcrb,2.162
46,7,69,dcrb,2.161
46,17,3,dcrb,2.161
46,18,2,dcrb,2.161
46,18,13,dcrb,2.161
55,6,19,dcrb,2.161
55,7,52,dcrb,2.161
55,8,35,dcrb,2.161
55,18,68,dcrb,2.161
46,6,78,dcrb,2.16
46,19,6,dcrb,2.16
46,7,41,dcrb,2.159
46,7,48,dcrb,2.159
46,7,91,dcrb,2.159
46,8,44,dcrb,2.159
46,18,50,dcrb,2.159
55,8,55,dcrb,2.159
46,6,60,dcrb,2.158
46,8,0,dcrb,2.158
55,6,34,dcrb,2.158
45,8,80,dcrb,2.157
46,5,0,dcrb,2.157
46,6,74,dcrb,2.157
54,7,60,dcrb,2.157
55,6,49,dcrb,2.157
46,5,85,dcrb,2.156
46,7,89,dcrb,2.156
46,18,28,dcrb,2.156
55,8,37,dcrb,2.156
55,8,46,dcrb,2.156
55,17,75,dcrb,2.156
46,6,30,dcrb,2.155
46,6,51,dcrb,2.155
46,6,76,dcrb,2.155
46,16,93,dcrb,2.155
46,18,54,dcrb,2.155
55,4,90,dcrb,2.155
55,18,81,dcrb,2.155
55,19,63,dcrb,2.155
46,5,82,dcrb,2.154
46,6,79,dcrb,2.154
46,16,87,dcrb,2.154
55,8,49,dcrb,2.154
55,18,52,dcrb,2.154
46,6,85,dcrb,2.153
46,7,60,dcrb,2.153
46,19,4,dcrb,2.153
55,7,42,dcrb,2.153
55,19,36,dcrb,2.153
46,6,28,dcrb,2.152
46,8,49,dcrb,2.152
46,19,14,dcrb,2.152
46,19,50,dcrb,2.152
55,6,7,dcrb,2.152
55,8,0,dcrb,2.152
46,8,61,dcrb,2.151
46,18,88,dcrb,2.151
46,19,0,dcrb,2.151
46,19,29,dcrb,2.151
46,19,34,dcrb,2.151
55,7,45,dcrb,2.151
55,8,4,dcrb,2.151
55,18,45,dcrb,2.151
55,19,30,dcrb,2.151
46,6,8,dcrb,2.15
46,6,64,dcrb,2.15
46,8,1,dcrb,2.15
46,8,37,dcrb,2.15
